target_pref_name,molecule_chembl_id,canonical_smiles,pIC50,molecule,fingerprints,MolWt,LogP,NumHDonors,NumHAcceptors
Replicase polyprotein 1ab,CHEMBL1256915,CN1CC[C@@]2(C)c3cc(O)ccc3N(C)[C@@H]12.O=C(O)/C=C/C(=O)O,5.701146924,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966810>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC350>,334.37200000000007,1.4730999999999999,3.0,5.0
Replicase polyprotein 1ab,CHEMBL3545085,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,5.826813732,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966880>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC3C0>,437.55200000000025,3.296000000000001,3.0,9.0
Replicase polyprotein 1ab,CHEMBL403183,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,6.086186148,<rdkit.Chem.rdchem.Mol object at 0x000001AC759668F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC430>,207.25400000000002,1.806,0.0,3.0
Replicase polyprotein 1ab,CHEMBL3392049,[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2],5.609064893,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966960>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC4A0>,317.71000000000004,3.124480000000001,0.0,6.0
Replicase polyprotein 1ab,CHEMBL3747259,O=C(/C=C/c1ccc(O)c2c1[C@@H](C(=O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,5.465973894,<rdkit.Chem.rdchem.Mol object at 0x000001AC759669D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC510>,718.6200000000002,3.334500000000003,9.0,14.0
Replicase polyprotein 1ab,CHEMBL324842,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,5.413412695,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966A40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC580>,360.3180000000001,1.7612999999999996,5.0,7.0
Replicase polyprotein 1ab,CHEMBL1380480,COc1cc(C(=S)N2CCOCC2)ccc1O,5.879426069,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966AB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC5F0>,253.32299999999995,1.4084999999999999,1.0,4.0
Replicase polyprotein 1ab,CHEMBL1161936,O=C(O)c1ccc(SSc2ccc(C(=O)O)cn2)nc1,6.619788758,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966B20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC660>,308.34,2.6724000000000006,2.0,6.0
Replicase polyprotein 1ab,CHEMBL120563,CN(C)C(=S)SSC(=S)N(C)C,7.301029996,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966B90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC6D0>,240.44400000000002,2.0608,0.0,4.0
Replicase polyprotein 1ab,CHEMBL51085,O=c1c2ccccc2[se]n1-c1ccccc1,7.522878745,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966C00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC740>,274.181,2.0477,0.0,2.0
Replicase polyprotein 1ab,CHEMBL1188627,C/N=c1/nc(-c2ccccc2)n(-c2ccccc2)s1,6.008773924,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966C70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC7B0>,267.357,3.1313000000000013,0.0,4.0
Replicase polyprotein 1ab,CHEMBL4303331,C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@H]1O,5.436518915,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966CE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC820>,464.37900000000013,0.1942999999999998,8.0,12.0
Replicase polyprotein 1ab,CHEMBL1256832,Cl.Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,5.978810701,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966D50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC890>,303.78900000000004,3.0695000000000014,3.0,3.0
Replicase polyprotein 1ab,CHEMBL510038,Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,7.522878745,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966DC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC900>,261.313,1.6361999999999999,1.0,9.0
Replicase polyprotein 1ab,CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,6.657577319,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966E30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC970>,296.5520000000001,3.6212000000000026,0.0,4.0
Replicase polyprotein 1ab,CHEMBL1474701,O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc21,6.619788758,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966EA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AC9E0>,284.314,3.282000000000002,0.0,2.0
Replicase polyprotein 1ab,CHEMBL1408862,O=[N+]([O-])C(Br)(CO)CO,6.37675071,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966F10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACA50>,199.988,-0.6611,2.0,4.0
Replicase polyprotein 1ab,CHEMBL929,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O,5.399027104,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966F80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACAC0>,552.6790000000003,2.2211,4.0,8.0
Replicase polyprotein 1ab,CHEMBL4303595,O=C1C=Cc2cc(Br)ccc2C1=O,6.795880017,<rdkit.Chem.rdchem.Mol object at 0x000001AC75966FF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACB30>,237.052,2.2276999999999996,0.0,2.0
Replicase polyprotein 1ab,CHEMBL444478,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,5.342944147,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967060>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACBA0>,624.5920000000004,-1.0159000000000016,9.0,15.0
Replicase polyprotein 1ab,CHEMBL571700,CN(C)C(=S)SC(=S)N(C)C,6.026872146,<rdkit.Chem.rdchem.Mol object at 0x000001AC759670D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACC10>,208.377,1.4126,0.0,3.0
Replicase polyprotein 1ab,CHEMBL472940,Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,6.292429824,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967140>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACC80>,350.46400000000006,6.203600000000003,2.0,4.0
Replicase polyprotein 1ab,CHEMBL1374426,CCC(=O)OCN1C(=O)C=CC1=O,6.537602002,<rdkit.Chem.rdchem.Mol object at 0x000001AC759671B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACCF0>,183.163,-0.17790000000000017,0.0,4.0
Replicase polyprotein 1ab,CHEMBL518800,CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,6.075720714,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967220>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACD60>,431.54400000000015,4.2641000000000036,3.0,8.0
Replicase polyprotein 1ab,CHEMBL596674,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,6.236572006,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967290>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACDD0>,331.45900000000006,5.323200000000005,0.0,2.0
Replicase polyprotein 1ab,CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,6.397940009,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACE40>,318.237,1.6935999999999998,6.0,8.0
Replicase polyprotein 1ab,CHEMBL270299,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,6.075720714,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967370>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACEB0>,249.33499999999998,2.7950800000000013,0.0,3.0
Replicase polyprotein 1ab,CHEMBL4303312,Oc1c(I)cc(I)c(O)c1I,6.48148606,<rdkit.Chem.rdchem.Mol object at 0x000001AC759673E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACF20>,487.8,2.9115999999999995,2.0,2.0
Replicase polyprotein 1ab,CHEMBL188434,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,5.684029655,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967450>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ACF90>,342.40700000000015,0.9249999999999997,3.0,9.0
Replicase polyprotein 1ab,CHEMBL4303618,CCc1ccc(/C=C/C(=O)Nc2ccc(C(C)=O)cc2)o1,5.305394801,<rdkit.Chem.rdchem.Mol object at 0x000001AC759674C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD000>,283.327,3.696500000000002,1.0,3.0
Replicase polyprotein 1ab,CHEMBL128251,O=C(O)CCCCCCCCCCCCCCc1ccc(I)cc1,5.647817482,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD070>,444.39699999999993,6.989600000000007,1.0,1.0
Replicase polyprotein 1ab,CHEMBL4303361,Oc1cc(CNC(=S)/C=C/c2cc(O)c(O)c(Br)c2)cc(O)c1O,6.318758763,<rdkit.Chem.rdchem.Mol object at 0x000001AC759675A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD0E0>,412.2610000000001,3.1075000000000017,6.0,6.0
Replicase polyprotein 1ab,CHEMBL4303622,N#CSc1cc(SC#N)c(N)nc1N,6.387216143,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD150>,223.28599999999997,1.3923600000000003,2.0,7.0
Replicase polyprotein 1ab,CHEMBL111654,Sc1nc2ccccc2s1,5.759450752,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967680>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD1C0>,167.25799999999998,2.585,1.0,3.0
Replicase polyprotein 1ab,CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,6.142667504,<rdkit.Chem.rdchem.Mol object at 0x000001AC759676F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD230>,458.37500000000017,2.233199999999999,8.0,11.0
Replicase polyprotein 1ab,CHEMBL9116,CNC(=O)ON(C(C)=O)C(=O)NC,5.876148359,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD2A0>,189.171,-0.5547000000000002,2.0,4.0
Replicase polyprotein 1ab,CHEMBL1591074,c1ccc2sc(SNC3CCCCC3)nc2c1,6.113509275,<rdkit.Chem.rdchem.Mol object at 0x000001AC759677D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD310>,264.4189999999999,4.2257000000000025,1.0,4.0
Replicase polyprotein 1ab,CHEMBL329522,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,5.358525889,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD380>,278.216,1.1511999999999996,6.0,7.0
Replicase polyprotein 1ab,CHEMBL465704,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,6.080921908,<rdkit.Chem.rdchem.Mol object at 0x000001AC759678B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD3F0>,516.5830000000002,4.452000000000001,6.0,8.0
Replicase polyprotein 1ab,CHEMBL2107818,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,6.236572006,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967920>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD460>,750.7580000000003,0.38980000000000187,7.0,15.0
Replicase polyprotein 1ab,CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,7.698970004,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD4D0>,270.24,2.576800000000001,3.0,5.0
Replicase polyprotein 1ab,CHEMBL2354521,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl,5.628932138,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967A00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD540>,349.858,3.4015000000000026,2.0,4.0
Replicase polyprotein 1ab,CHEMBL508280,O=[N+]([O-])c1cnc(Sc2nnc(O)n2-c2ccc3c(c2)OCCO3)s1,6.522878745,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967A70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD5B0>,379.3790000000002,2.26,1.0,11.0
Replicase polyprotein 1ab,CHEMBL5314363,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O,6.283996656,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967AE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD620>,358.265,2.8688000000000033,2.0,3.0
Replicase polyprotein 1ab,CHEMBL477197,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,6.657577319,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967B50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD690>,302.2820000000001,1.3204999999999993,5.0,6.0
Replicase polyprotein 1ab,CHEMBL1271993,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Cl)c(Cl)c1,5.943095149,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967BC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD700>,361.6120000000001,2.6492000000000013,0.0,4.0
Replicase polyprotein 1ab,CHEMBL1449651,N.S=C(S)N1CCCC1,6.677780705,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967C30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD770>,164.29899999999995,1.4588999999999999,2.0,2.0
Replicase polyprotein 1ab,CHEMBL3545157,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,6.823908741,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967CA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD7E0>,334.40000000000003,3.2622000000000018,0.0,5.0
Replicase polyprotein 1ab,CHEMBL178459,Cc1c(-c2cnccn2)ssc1=S,6.207608311,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967D10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD850>,226.351,3.3045100000000014,0.0,5.0
Replicase polyprotein 1ab,CHEMBL1201073,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,5.764471553,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967D80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD8C0>,182.222,-0.2476000000000001,4.0,4.0
Replicase polyprotein 1ab,CHEMBL376488,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,5.360513511,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967DF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD930>,555.5160000000003,7.1305000000000085,1.0,4.0
Replicase polyprotein 1ab,CHEMBL154580,C=CC(=O)c1ccc2ccccc2c1,5.906578315,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967E60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AD9A0>,182.22199999999998,3.2085000000000017,0.0,1.0
Replicase polyprotein 1ab,CHEMBL354349,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.[Cl-],5.302770657,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967ED0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADA10>,259.74,-1.0140999999999993,2.0,2.0
Replicase polyprotein 1ab,CHEMBL1382627,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],6.124938737,<rdkit.Chem.rdchem.Mol object at 0x000001AC75967F40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADA80>,357.14300000000003,1.4504,1.0,5.0
Replicase polyprotein 1ab,CHEMBL2316746,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,7.026872146,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADAF0>,635.7870000000001,3.9719000000000015,4.0,8.0
Replicase polyprotein 1ab,CHEMBL213543,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,6.543633967,<rdkit.Chem.rdchem.Mol object at 0x000001AC759680B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADB60>,572.7030000000002,2.598600000000004,4.0,7.0
Replicase polyprotein 1ab,CHEMBL4796938,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,7.853871964,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADBD0>,452.55500000000023,2.4466,4.0,4.0
Replicase polyprotein 1ab,CHEMBL4764751,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)c1cc2ccccc2[nH]1,7.638272164,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADC40>,464.4970000000001,1.8580000000000005,4.0,4.0
Replicase polyprotein 1ab,CHEMBL4857345,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC(C)C,7.187086643,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADCB0>,601.7450000000002,1.963100000000002,5.0,7.0
Replicase polyprotein 1ab,CHEMBL2402501,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADD20>,536.6540000000002,3.831100000000002,3.0,7.0
Replicase polyprotein 1ab,CHEMBL4868590,CC(C)(C)C(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC759682E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADD90>,504.6720000000005,1.7758000000000016,3.0,5.0
Replicase polyprotein 1ab,CHEMBL92708,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADE00>,362.4700000000001,3.2014000000000014,2.0,4.0
Replicase polyprotein 1ab,CHEMBL4850298,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,7.37675071,<rdkit.Chem.rdchem.Mol object at 0x000001AC759683C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADE70>,403.47900000000016,1.5373999999999999,3.0,5.0
Replicase polyprotein 1ab,CHEMBL3559293,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,7.468521083,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADEE0>,485.5590000000002,0.544700000000002,5.0,7.0
Replicase polyprotein 1ab,CHEMBL4518490,CCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC759684A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADF50>,461.60300000000024,3.342200000000001,3.0,5.0
Replicase polyprotein 1ab,CHEMBL64925,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759ADFC0>,475.6300000000002,3.5882000000000014,3.0,5.0
Replicase polyprotein 1ab,CHEMBL4777223,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,8.096910013,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE030>,472.54200000000026,0.8934000000000009,5.0,6.0
Replicase polyprotein 1ab,CHEMBL231813,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC759685F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE0A0>,679.8629999999999,2.4459000000000035,4.0,8.0
Replicase polyprotein 1ab,CHEMBL4852855,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,8.045757491,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE110>,600.7570000000002,3.150100000000003,4.0,7.0
Replicase polyprotein 1ab,CHEMBL4796938,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,7.27572413,<rdkit.Chem.rdchem.Mol object at 0x000001AC759686D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE180>,452.55500000000023,2.4466,4.0,4.0
Replicase polyprotein 1ab,CHEMBL4764751,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)c1cc2ccccc2[nH]1,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE1F0>,464.4970000000001,1.8580000000000005,4.0,4.0
Replicase polyprotein 1ab,CHEMBL4796938,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,7.508638306,<rdkit.Chem.rdchem.Mol object at 0x000001AC759687B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE260>,452.55500000000023,2.4466,4.0,4.0
Replicase polyprotein 1ab,CHEMBL3559293,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,7.508638306,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE2D0>,485.5590000000002,0.544700000000002,5.0,7.0
Replicase polyprotein 1ab,CHEMBL4868590,CC(C)(C)C(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,5.384049948,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE340>,504.6720000000005,1.7758000000000016,3.0,5.0
Replicase polyprotein 1ab,CHEMBL92708,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,4.971022295,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE3B0>,362.4700000000001,3.2014000000000014,2.0,4.0
Replicase polyprotein 1ab,CHEMBL3559293,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,7.522878745,<rdkit.Chem.rdchem.Mol object at 0x000001AC75968970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE420>,485.5590000000002,0.544700000000002,5.0,7.0
Replicase polyprotein 1ab,CHEMBL4518490,CCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,5.503070352,<rdkit.Chem.rdchem.Mol object at 0x000001AC759689E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC759AE490>,461.60300000000024,3.342200000000001,3.0,5.0
